OBJECTID;Facility;Address__Facility_;ZIP__Facility_;Town__Facility_;Canton__Facility_;Services__Facility_;Institution;Address__Institution_;Town__Institution_;Medic;Nursing_Staff;Medical_Staff_Other;Beds_Acute_Care;Beds_in_Psychiatric_Wards;Beds_in_Rehab;Beds_in_Birth_Centers;longitude;latitude;Beds_Aggregated;Beds_Total;Size_Category;Cost_per_Bed
1156;ZKP Brüschhalde;Bergstrasse 120;8708;Männedorf;ZH;Amb, Stat;Psychiatrische Universitäts-Klinik Zürich;Lenggstrasse 31;8032 Zürich;247.33;809.71;311.97;;545;;;2695721.492;1234373.788;;;;
1157;ZSP Ambi / TZ Heliostrasse KJPP LIFE Kriseninterventions- zentrum für Jugendliche;Heliosstrasse 32;8032;Zürich;ZH;Amb;Psychiatrische Universitäts-Klinik Zürich;Lenggstrasse 31;8032 Zürich;247.33;809.71;311.97;;545;;;2684770.07;1246355.073;;;;
1158;ZSP Ambi Limmattal;Zürcherstrasse 49;8953;Dietikon;ZH;Amb;Psychiatrische Universitäts-Klinik Zürich;Lenggstrasse 31;8032 Zürich;247.33;809.71;311.97;;545;;;2672941.115;1250726.628;;;;
1159;ZSP Ambi Oerlikon;Hofwiesenstrasse 318;8050;Zürich-Oerlikon;ZH;Amb;Psychiatrische Universitäts-Klinik Zürich;Lenggstrasse 31;8032 Zürich;247.33;809.71;311.97;;545;;;2683147.851;1251516.51;;;;
1160;ZSP Militärstrasse;Militärstrasse 8;8004;Zürich;ZH;Amb, Stat;Psychiatrische Universitäts-Klinik Zürich;Lenggstrasse 31;8032 Zürich;247.33;809.71;311.97;;545;;;2682685.317;1247844.581;;;;
1161;ZURZACH Care Akutnahe Rehabilitation;Im Ergel 1;5404;Baden;AG;Amb, Stat;ZURZACH Care Rehaklinik Bad Zurzach;Quellenstrasse 34;5330 Bad Zurzach;32.56;181.6;102.44;;;220;;2663342.712;1256244.701;;;;
1162;ZURZACH Care Rehaklinik Bad Zurzach;Quellenstrasse 34;5330;Bad Zurzach;AG;Amb, Stat;ZURZACH Care Rehaklinik Bad Zurzach;Quellenstrasse 34;5330 Bad Zurzach;32.56;181.6;102.44;;;220;;2663907.195;1271375.817;;;;
1163;ZURZACH Care Rehaklinik Baden;Bäderstrasse 16;5401;Baden;AG;Amb, Stat;ZURZACH Care Rehaklinik Baden;Bäderstrasse 16;5401 Baden;10.24;37.63;19.28;;;78;;2665837.714;1259049.798;;;;
1164;ZURZACH Care Rehaklinik Baden-Dättwil;Im Ergel 1;5404;Baden;AG;Amb, Stat;ZURZACH Care Rehaklinik Baden;Bäderstrasse 16;5401 Baden;10.24;37.63;19.28;;;78;;2663342.712;1256244.701;;;;
1165;ZURZACH Care Rehaklinik Basel;Hirzbrunnenstrasse 50/52;4058;Basel;BS;Amb, Stat;ZURZACH Care Rehaklinik Basel;Hirzbrunnenstrasse 50/52;4058 Basel;1.13;16.94;5.82;;;27;;2613200.727;1268427.397;;;;
1166;ZURZACH Care Rehaklinik Braunwald;Niederschlachtstrasse 12;8784;Braunwald;GL;Amb, Stat;ZURZACH Care Rehaklinik Braunwald;Niederschlachtstrasse 12;8784 Braunwald;1.5;8.32;13.53;;36;0;;2718424.005;1199312.001;;;;
